Universe,Indicator,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_MAE_Std,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_MAE_Std,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_MAE_Std,V3_RMSE_Acc,V3_P90_Acc,Scenario,Rho_Model
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,100%,3,15,3C x 15K,16.666666666666664,0.0,0.0,0.0,4.444444444444445,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,10%,1,4,1C x 4K,36.666666666666664,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,10%,4,1,4C x 1K,43.333333333333336,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,20%,1,6,1C x 6K,33.33333333333333,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,20%,2,3,2C x 3K,36.666666666666664,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,30%,2,6,2C x 6K,33.33333333333333,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,30%,4,3,4C x 3K,43.333333333333336,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,40%,2,6,2C x 6K,33.33333333333333,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,40%,5,3,5C x 3K,33.33333333333333,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,50%,3,6,3C x 6K,40.0,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,50%,6,3,6C x 3K,23.333333333333332,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,60%,4,6,4C x 6K,40.0,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,60%,6,4,6C x 4K,36.666666666666664,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,70%,4,6,4C x 6K,40.0,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,70%,6,4,6C x 4K,36.666666666666664,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,80%,5,6,5C x 6K,40.0,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,80%,6,5,6C x 5K,36.666666666666664,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,90%,5,6,5C x 6K,40.0,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,90%,6,5,6C x 5K,36.666666666666664,0.0,0.0,0.0,31.11111111111111,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,6,6,6C x 6K,100%,6,6,6C x 6K,6.666666666666667,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,10%,3,3,3C x 3K,50.0,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,10%,8,1,8C x 1K,40.0,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,20%,15,1,15C x 1K,50.0,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,53.333333333333336,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,30%,22,1,22C x 1K,53.333333333333336,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,30%,7,3,7C x 3K,56.666666666666664,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,53.333333333333336,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,40%,15,2,15C x 2K,56.666666666666664,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,50%,13,3,13C x 3K,60.0,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,50%,19,2,19C x 2K,63.33333333333333,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,60.0,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,60%,22,2,22C x 2K,56.666666666666664,0.0,0.0,0.0,29.86666666666667,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,70%,17,3,17C x 3K,23.333333333333332,0.0,0.0,0.0,7.733333333333333,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,30.0,0.0,0.0,0.0,7.733333333333333,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,90%,23,3,23C x 3K,26.666666666666668,0.0,0.0,0.0,7.733333333333333,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,30.0,0.0,0.0,0.0,7.733333333333333,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,10%,1,8,1C x 8K,43.333333333333336,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,10%,3,3,3C x 3K,26.666666666666668,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,20%,1,15,1C x 15K,36.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,20%,5,3,5C x 3K,36.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,30%,1,15,1C x 15K,36.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,30%,3,8,3C x 8K,33.33333333333333,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,40%,2,15,2C x 15K,33.33333333333333,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,40%,5,6,5C x 6K,40.0,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,50%,3,15,3C x 15K,43.333333333333336,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,50%,5,7,5C x 7K,46.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,60%,3,15,3C x 15K,43.333333333333336,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,60%,5,9,5C x 9K,46.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,70%,3,15,3C x 15K,43.333333333333336,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,70%,5,10,5C x 10K,50.0,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,80%,4,15,4C x 15K,33.33333333333333,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,80%,5,12,5C x 12K,46.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,90%,5,13,5C x 13K,40.0,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,90%,5,15,5C x 15K,46.666666666666664,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,20%,5,15,5C x 15K,100%,5,15,5C x 15K,16.666666666666664,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,10%,11,1,11C x 1K,40.0,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,10%,1,8,1C x 8K,23.333333333333332,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,20%,3,8,3C x 8K,46.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,20%,7,3,7C x 3K,26.666666666666668,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,30%,4,8,4C x 8K,46.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,30%,8,4,8C x 4K,53.333333333333336,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,40%,6,8,6C x 8K,36.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,40%,9,5,9C x 5K,46.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,50%,14,4,14C x 4K,53.333333333333336,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,50%,7,8,7C x 8K,30.0,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,60%,13,5,13C x 5K,60.0,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,60%,8,8,8C x 8K,36.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,70%,10,8,10C x 8K,50.0,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,70%,13,6,13C x 6K,53.333333333333336,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,80%,11,8,11C x 8K,56.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,80%,13,7,13C x 7K,56.666666666666664,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,90%,13,8,13C x 8K,60.0,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,90%,14,7,14C x 7K,63.33333333333333,0.0,0.0,0.0,27.380952380952383,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,14,8,14C x 8K,100%,14,8,14C x 8K,23.333333333333332,0.0,0.0,0.0,6.904761904761905,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,10%,1,10,1C x 10K,30.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,10%,2,4,2C x 4K,33.33333333333333,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,20%,1,15,1C x 15K,33.33333333333333,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,20%,7,3,7C x 3K,30.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,30%,2,15,2C x 15K,43.333333333333336,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,30%,4,8,4C x 8K,40.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,40%,3,15,3C x 15K,40.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,40%,7,6,7C x 6K,40.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,50%,3,15,3C x 15K,40.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,50%,7,7,7C x 7K,33.33333333333333,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,60%,4,15,4C x 15K,46.666666666666664,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,60%,7,9,7C x 9K,30.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,70%,5,15,5C x 15K,40.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,70%,7,10,7C x 10K,36.666666666666664,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,80%,6,15,6C x 15K,53.333333333333336,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,80%,7,12,7C x 12K,43.333333333333336,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,90%,6,15,6C x 15K,53.333333333333336,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,90%,7,13,7C x 13K,40.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,30%,7,15,7C x 15K,100%,7,15,7C x 15K,13.333333333333334,0.0,0.0,0.0,6.190476190476191,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,10%,1,15,1C x 15K,36.666666666666664,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,10%,2,6,2C x 6K,43.333333333333336,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,20%,10,3,10C x 3K,46.666666666666664,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,20%,2,15,2C x 15K,36.666666666666664,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,30%,3,15,3C x 15K,30.0,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,30%,6,8,6C x 8K,33.33333333333333,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,40%,10,6,10C x 6K,46.666666666666664,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,40%,4,15,4C x 15K,43.333333333333336,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,50%,5,15,5C x 15K,40.0,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,50%,8,10,8C x 10K,50.0,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,60%,10,9,10C x 9K,50.0,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,60%,6,15,6C x 15K,46.666666666666664,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,70%,10,10,10C x 10K,53.333333333333336,0.0,0.0,0.0,28.000000000000004,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
